X,Y,Z
333274,148,176,-262
333276,160,174,-262
333278,156,184,-244
333280,152,164,-236
333282,148,168,-230
333284,158,152,-224
333286,156,156,-220
333288,146,158,-210
333290,150,158,-218
333292,142,164,-220
333294,134,166,-232
333296,138,160,-210
333298,126,154,-212
333300,130,160,-196
333302,128,150,-204
333304,120,152,-200
333306,112,152,-200
333308,128,148,-198
333310,128,134,-202
333312,118,150,-200
333314,118,132,-186
333316,116,122,-182
333318,112,126,-188
333320,130,116,-174
333322,110,120,-210
333324,120,128,-190
333326,102,128,-178
333328,122,116,-182
333330,134,124,-192
333332,106,128,-186
333334,98,122,-182
333336,106,116,-170
333338,108,114,-174
333340,94,110,-188
333342,90,112,-174
333344,88,100,-154
333346,70,114,-170
333348,70,114,-192
333350,70,108,-156
333352,62,104,-162
333354,62,112,-176
333356,62,110,-178
333358,58,112,-152
333360,48,102,-164
333362,42,98,-156
333364,64,94,-144
333366,40,100,-144
333368,58,102,-148
333370,54,98,-166
333372,68,106,-170
333374,68,92,-144
333376,68,76,-134
333378,70,78,-148
333380,70,82,-140
333382,70,86,-160
333384,78,84,-156
333386,86,84,-140
333388,78,78,-158
333390,72,82,-148
333392,72,86,-150
333394,94,94,-160
333396,84,100,-158
333398,96,96,-160
333400,92,98,-150
333402,86,98,-140
333404,84,104,-144
333406,82,106,-144
333408,92,110,-152
333410,88,108,-154
333412,86,104,-128
333414,74,112,-148
333416,80,108,-144
333418,72,120,-150
333420,82,112,-132
333422,74,122,-136
333424,84,130,-128
333426,90,130,-154
333428,124,136,-170
333430,130,136,-174
333432,134,82,-128
333434,134,78,-106
333436,126,94,-128
333438,142,76,-128
333440,120,82,-144
333442,118,86,-120
333444,108,88,-122
333446,102,88,-128
333448,102,90,-122
333450,78,86,-114
333452,84,88,-128
333454,102,98,-124
333456,62,84,-128
333458,54,94,-138
333460,52,110,-142
333462,52,104,-122
333464,50,106,-118
333466,40,100,-132
333468,46,96,-112
333470,46,86,-124
333472,44,74,-128
333474,44,88,-126
333476,36,94,-128
333478,38,88,-110
333480,46,90,-146
333482,34,96,-128
333484,40,80,-120
333486,30,96,-100
333488,34,88,-112
333490,34,92,-128
333492,38,86,-130
333494,38,96,-120
333496,40,88,-122
333498,26,76,-114
333500,22,92,-116
333502,30,90,-114
333504,30,90,-110
333506,40,88,-122
333508,34,94,-126
333510,32,88,-128
333512,26,94,-122
333514,30,88,-114
333516,28,96,-120
333518,34,96,-112
333520,24,88,-114
333522,24,98,-120
333524,28,92,-116
333526,36,90,-124
333528,38,92,-128
333530,36,88,-122
333532,32,86,-114
333534,34,96,-124
333536,34,94,-116
333538,28,96,-122
333540,38,90,-120
333542,32,90,-116
333544,34,90,-124
333546,30,90,-118
333548,40,90,-122
333550,16,88,-96
333552,38,88,-96
333554,34,96,-124
333556,38,102,-124
333558,24,96,-110
333560,30,106,-118
333562,28,98,-116
333564,22,96,-102
333566,30,94,-110
333568,38,104,-112
333570,28,90,-98
333572,30,102,-114
333574,28,96,-106
333576,28,110,-98
333578,28,100,-80
333580,34,96,-100
333582,34,104,-114
333584,42,96,-110
333586,32,106,-108
333588,42,96,-110
333590,38,90,-100
333592,38,88,-78
387536298,5,38,88
333595,22,102,-76
333597,34,108,-104
333599,20,118,-114
333601,32,114,-104
333603,22,110,-104
333605,26,102,-90
333607,38,104,-98
333609,38,108,-96
333611,48,92,-104
333613,36,102,-84
333615,44,104,-96
333617,38,88,-92
333619,54,94,-96
333621,58,86,-100
333623,62,82,-104
333625,62,82,-104
333627,64,72,-100
333629,60,64,-98
333631,56,64,-90
333633,58,58,-98
333635,50,70,-100
333637,56,64,-106
333639,50,64,-108
333641,54,54,-92
333643,60,46,-88
333645,52,56,-88
333647,58,58,-114
333649,56,52,-80
333651,52,38,-86
333653,48,44,-106
333655,52,36,-90
333657,50,36,-96
333659,62,26,-98
333661,56,16,-98
333663,40,10,-68
333665,46,20,-96
333667,42,28,-98
333669,30,22,-96
333671,24,20,-94
333673,30,18,-96
333675,28,16,-84
333677,26,12,-82
333679,18,16,-92
333681,22,14,-86
333683,20,22,-96
333685,20,16,-88
333687,26,12,-88
333689,38,8,-86
333691,30,6,-88
333693,32,10,-84
333695,22,8,-74
333697,34,0,-64
333699,30,0,-78
333701,36,2,-80
333703,34,4,-74
333705,32,6,-72
333707,42,8,-66
333709,24,20,-66
333711,40,14,-68
333713,40,16,-68
333715,44,24,-64
333717,50,20,-58
333719,56,26,-64
333721,58,24,-70
333723,54,34,-66
333725,62,32,-64
333727,68,36,-58
333729,68,38,-64
333731,74,38,-62
333733,76,38,-64
333735,76,42,-60
333737,72,42,-58
333739,86,46,-52
333741,84,42,-64
333743,80,56,-58
333745,82,52,-64
333747,90,54,-60
333749,84,54,-56
333751,76,56,-62
333753,86,60,-64
333755,90,64,-58
333757,86,62,-58
333759,82,62,-56
333761,82,62,-54
333763,86,70,-54
333765,72,64,-32
333767,80,62,-52
333769,80,64,-52
333771,82,64,-50
333773,72,64,-56
333775,80,62,-50
333777,70,68,-48
333779,74,64,-46
333781,70,66,-50
333783,70,68,-50
333785,66,64,-42
333787,64,68,-54
333789,70,64,-46
333791,70,56,-36
333793,66,64,-42
333795,64,64,-46
333797,64,68,-38
333799,64,64,-46
333801,60,64,-54
333803,60,60,-38
333805,56,64,-38
333807,56,64,-40
333809,58,66,-42
333811,62,58,-38
333813,64,56,-34
333815,58,62,-40
333817,52,60,-32
333819,48,58,-38
333821,50,52,-30
333823,54,46,-42
333825,48,50,-28
333827,30,58,-32
333829,32,62,-50
333831,8,84,-40
333833,32,68,-66
333835,44,30,-16
333837,32,36,-14
333839,42,22,-16
333841,40,28,-34
333843,46,34,-56
333845,44,26,-42
333847,42,32,-24
333849,56,6,-24
333851,4,56,-34
333853,6,82,-74
333855,8,86,-74
333857,0,80,-74
333859,-8,88,-64
333861,4,92,-64
333863,2,96,-70
333865,2,92,-72
333867,6,92,-72
333869,4,84,-58
333871,12,72,-52
333873,6,72,-58
333875,16,74,-50
333877,24,70,-58
333879,26,64,-62
333881,16,64,-64
333883,16,64,-64
333885,18,62,-58
333887,10,64,-56
333889,24,66,-64
333891,22,68,-64
333893,30,62,-66
407262634,5,30,62
333896,20,68,-78
333898,16,64,-58
333900,22,66,-62
333902,28,66,-42
333904,26,74,-60
333906,26,72,-58
333908,24,68,-64
333910,30,72,-62
333912,38,64,-58
333914,30,76,-64
333916,32,70,-54
333918,34,64,-62
333920,34,66,-64
333922,32,68,-62
333924,32,66,-54
333926,30,64,-56
333928,28,70,-58
333930,32,64,-50
333932,38,64,-54
333934,44,62,-52
333936,28,64,-54
333938,24,70,-68
333940,24,66,-64
333942,34,74,-58
333944,26,70,-58
333946,32,76,-62
333948,34,78,-70
333950,28,86,-82
333952,20,76,-68
333954,34,92,-56
333956,50,70,-56
333958,54,74,-40
333960,52,76,-48
333962,64,86,-56
333964,62,86,-64
333966,72,82,-68
333968,62,94,-46
333970,54,92,-58
333972,72,92,-90
333974,56,118,-82
333976,54,118,-76
333978,64,128,-98
333980,72,108,-90
333982,46,84,-56
333984,60,116,-62
333986,52,106,-72
333988,80,122,-82
333990,64,108,-84
333992,70,116,-102
333994,62,112,-86
333996,70,112,-98
333998,74,106,-90
334000,82,108,-94
334002,92,104,-102
334004,90,116,-104
334006,96,114,-90
334008,96,118,-90
334010,114,122,-118
334012,108,132,-118
334014,110,132,-120
334016,112,128,-118
334018,118,126,-114
334020,120,130,-120
334022,114,152,-150
334024,114,150,-166
334026,118,140,-164
334028,114,140,-160
334030,112,142,-156
334032,126,146,-192
334034,122,156,-190
334036,112,148,-192
334038,116,146,-192
334040,120,160,-202
334042,116,170,-232
334044,116,182,-216
334046,120,188,-222
334048,118,198,-226
334050,120,200,-234
334052,124,194,-248
334054,138,202,-258
334056,150,198,-260
334058,144,202,-266
334060,134,226,-280
334062,136,240,-298
334064,134,242,-292
334066,160,264,-372
334068,124,326,-512
334070,124,511,-512
334072,138,511,-512
334074,510,511,-512
334076,511,511,-512
334078,511,511,-512
334080,511,511,-512
334082,511,511,-512
334084,511,511,-512
334086,290,511,-512
334088,-412,511,-512
334090,-512,18,30
334092,-512,-84,511
334094,-512,-160,511
334096,-512,-204,511
334098,-512,14,511
334100,-414,-24,511
420828586,5,-126,76
334103,6,30,511
334105,268,42,511
334107,268,272,106
334109,274,166,-240
334111,384,216,-512
334113,444,186,-512
334115,438,130,-512
334117,384,124,-512
334119,228,78,-512
334121,220,104,-512
334123,230,26,-480
334125,168,90,-412
334127,32,-14,-232
334129,128,32,-232
334131,96,-16,-224
334133,130,-24,-206
334135,186,4,-212
334137,200,30,-148
334139,192,64,-226
334141,192,54,-276
334143,168,6,-204
334145,152,54,-298
334147,174,-44,-280
334149,166,-104,-96
334151,230,-20,-206
334153,254,22,-334
334155,202,54,-334
334157,194,22,-330
334160,136,72,-364
334162,142,102,-320
334164,106,88,-186
334166,80,112,-110
334168,42,108,-168
334170,40,118,-226
334172,86,142,-302
334174,106,128,-252
334176,88,128,-288
334178,88,128,-252
334180,92,104,-270
334182,106,110,-266
334184,96,124,-272
334186,98,128,-290
334188,102,140,-284
334190,64,166,-270
334192,36,168,-244
334194,18,172,-232
334196,18,186,-260
334198,18,198,-286
334200,22,218,-282
334202,16,228,-302
334204,18,216,-274
334206,20,206,-276
334208,62,198,-288
334210,56,202,-270
334212,58,204,-264
334214,34,182,-232
334216,38,174,-214
334218,34,174,-210
334220,30,172,-208
334222,30,180,-218
334224,36,186,-202
334226,32,192,-204
334228,18,194,-202
334230,20,204,-252
334232,30,194,-252
334234,34,204,-252
334236,46,204,-266
334238,48,206,-260
334240,62,196,-262
334242,64,200,-258
334244,66,200,-276
334246,82,202,-300
334248,88,192,-300
334250,84,202,-306
334252,80,192,-298
334254,82,184,-298
334256,60,170,-238
334258,62,156,-238
334260,64,146,-246
334262,68,140,-256
334265,88,142,-254
334267,88,134,-262
334269,104,144,-272
334271,96,142,-304
334273,114,144,-314
334275,108,128,-304
334277,100,112,-296
334279,72,102,-312
334281,64,90,-316
334283,44,70,-314
334285,18,74,-342
334287,-38,22,-366
334289,-160,-64,-402
334291,-158,-68,-414
334293,-152,-98,-418
334295,-180,-130,-416
334297,-204,-158,-454
334299,-238,-178,-486
334301,-218,-148,-512
334303,-186,-128,-512
334305,-144,-102,-512
334307,-138,-64,-512
334309,-82,-6,-512
334311,-56,28,-512
334313,-40,50,-512
334315,-22,86,-512
334317,0,100,-512
334319,10,138,-502
334322,62,180,-498
334324,74,192,-504
334326,80,210,-482
334328,94,232,-478
334330,122,252,-452
334332,142,256,-450
334334,146,280,-432
334336,168,288,-442
334338,188,310,-438
334340,198,320,-428
334342,202,320,-426
334344,220,324,-438
334346,220,314,-418
334348,254,328,-390
334350,256,338,-410
334352,250,336,-398
334354,266,336,-386
334356,272,338,-380
334358,268,324,-384
334360,262,330,-370
334362,274,310,-374
334364,258,322,-356
334366,266,312,-398
334368,268,328,-352
334370,266,314,-370
334372,244,318,-354
334374,252,296,-332
334376,248,296,-334
334378,248,302,-330
334380,238,292,-334
334382,230,280,-332
334384,232,270,-320
334386,214,280,-324
334388,222,272,-310
334390,214,276,-288
334392,192,272,-282
334394,208,286,-290
334396,208,272,-248
334398,200,292,-284
334400,220,292,-264
334402,218,276,-280
334404,222,280,-272
334406,230,272,-296
334408,226,274,-286
334410,214,264,-274
334412,194,246,-280
334414,192,228,-282
334416,168,248,-292
334418,162,218,-282
334420,156,234,-298
334422,136,210,-274
334424,128,204,-294
334426,110,220,-268
334428,118,220,-268
334430,104,226,-250
334432,98,206,-254
334434,100,226,-256
334436,90,222,-236
334438,100,216,-250
334440,94,234,-264
334442,96,222,-256
334444,96,234,-260
334446,98,234,-282
334448,104,226,-278
334450,110,232,-276
334452,102,222,-278
334454,112,224,-280
334456,104,202,-260
334458,102,190,-258
334460,98,192,-244
334462,98,190,-262
334464,118,172,-248
334466,98,192,-242
334468,96,192,-254
334470,102,164,-256
334472,98,142,-256
334474,88,130,-248
334476,70,132,-248
334478,50,130,-250
334480,50,98,-232
334482,46,102,-232
334484,30,108,-232
334486,22,92,-252
334488,24,80,-246
334490,10,78,-234
334492,18,84,-214
334494,16,64,-228
334496,38,56,-210
334498,36,58,-220
334500,52,64,-216
334502,56,66,-224
334504,62,66,-226
334506,84,68,-194
334508,72,70,-200
334510,72,66,-194
334512,96,60,-192
334514,90,72,-186
334516,92,76,-196
334518,112,76,-186
334520,128,90,-172
334522,134,98,-170
334524,150,88,-176
334526,138,92,-166
334528,136,98,-158
334530,140,108,-152
334532,156,96,-170
334534,150,110,-164
334536,154,124,-148
334538,164,120,-142
334540,160,120,-148
334542,156,118,-148
334544,158,122,-146
334546,152,122,-144
334548,160,120,-142
334550,162,128,-146
334552,164,128,-168
334554,166,126,-144
334556,148,106,-120
334558,152,118,-128
334560,152,112,-134
334562,154,114,-134
334564,150,100,-146
334566,152,104,-118
334568,132,96,-118
334570,134,102,-120
334572,142,110,-128
334574,124,98,-104
334576,128,98,-122
334578,142,100,-116
334580,134,102,-106
334582,132,80,-94
334584,128,94,-104
334586,140,100,-100
334588,138,94,-104
334590,142,88,-112
334592,142,98,-108
334594,140,94,-110
334596,140,86,-112
334598,148,78,-96
334600,128,76,-116
334602,112,84,-106
334604,110,70,-98
334606,100,76,-114
334608,98,86,-98
334610,82,72,-108
334612,86,58,-102
334614,78,72,-96
334616,72,58,-104
334618,62,62,-106
334620,64,60,-86
334622,30,70,-112
334624,46,78,-108
334626,52,66,-126
334628,48,66,-114
334630,38,72,-116
334632,30,60,-100
334634,16,68,-98
334636,26,52,-110
334638,22,54,-112
334640,16,58,-124
334642,28,50,-118
334644,16,32,-108
334646,8,42,-110
334648,2,36,-100
334650,10,36,-114
334652,0,48,-104
334654,0,40,-98
334656,0,44,-104
334658,-6,46,-120
334660,-8,48,-112
334662,-14,40,-116
334664,-18,44,-104
334666,-6,44,-104
334668,-14,50,-100
334670,0,40,-102
334672,-4,46,-110
334674,-22,48,-110
334676,-26,46,-98
334678,-28,40,-90
334680,-18,50,-96
334682,4,48,-100
334684,-8,52,-104
334686,-18,52,-126
334688,-22,56,-96
334690,-18,52,-96
334692,-16,60,-90
334694,-12,64,-108
334696,-14,70,-108
334698,-16,70,-104
334700,-10,72,-88
334702,-14,64,-88
334704,0,78,-88
334706,4,90,-108
334708,6,78,-110
334710,14,80,-106
334712,14,84,-88
334714,28,84,-88
334716,28,96,-80
334718,34,88,-82
334720,36,106,-88
334722,38,102,-70
334724,36,110,-72
334726,44,102,-78
334728,32,116,-82
334730,46,122,-88
334732,44,134,-86
334734,46,128,-86
334736,42,134,-94
334738,52,132,-80
334740,54,136,-80
334742,44,140,-66
334744,58,142,-92
334746,60,136,-98
334748,62,142,-102
334750,62,140,-92
334752,62,142,-92
334754,56,144,-72
334756,62,134,-70
334758,62,154,-66
334760,64,138,-82
334762,66,140,-86
334764,64,144,-90
334766,62,138,-84
334768,52,140,-88
334770,48,132,-90
334772,40,130,-100
334774,52,128,-96
334776,38,130,-98
334778,38,126,-86
334780,24,122,-84
334782,30,122,-90
334784,36,110,-100
334786,28,114,-102
334788,8,96,-98
334790,20,98,-76
334792,6,82,-90
334794,4,88,-92
334796,2,78,-106
334798,-4,82,-94
334800,-4,72,-90
334802,-16,68,-96
334804,-18,68,-98
334806,-28,66,-94
334808,-20,60,-82
334810,-22,56,-94
334812,-26,48,-94
334814,-26,48,-98
334816,-28,44,-82
334818,-30,34,-84
334820,-22,38,-86
334822,-20,38,-94
334824,-32,40,-86
334826,-22,32,-88
334828,-26,32,-94
334830,-24,28,-86
334832,-22,32,-88
334834,-26,30,-88
334836,-24,28,-82
334838,-16,30,-86
334840,-20,34,-90
334842,-20,30,-84
334844,-20,24,-82
334846,-16,34,-84
334848,-16,40,-82
334850,-10,34,-72
334852,-6,38,-82
334854,0,40,-72
334856,-8,48,-70
334858,0,48,-60
334860,6,40,-68
334862,16,44,-64
334864,20,44,-70
334866,26,44,-58
334868,32,46,-62
334870,36,44,-62
334872,42,46,-62
334874,58,48,-54
334876,50,50,-60
334878,50,50,-64
334880,50,58,-56
334882,56,62,-46
334884,64,58,-52
334886,62,62,-52
334888,66,56,-64
334890,68,56,-48
334892,66,54,-48
334894,62,62,-52
334896,70,58,-46
334898,76,58,-48
334900,72,56,-46
334902,70,56,-56
334904,72,50,-50
334906,74,42,-50
334908,70,54,-36
334910,72,52,-44
334912,72,48,-40
334914,72,48,-54
334916,70,50,-42
334918,74,44,-42
334920,68,52,-42
334922,70,44,-34
334924,74,48,-36
334926,72,42,-38
334928,72,38,-52
334930,70,32,-38
334932,68,34,-36
334934,66,34,-36
334936,68,32,-36
334938,64,32,-34
334940,66,32,-44
334942,74,30,-30
334944,74,22,-22
334946,72,40,-40
334948,72,40,-40
334950,72,32,-28
334952,72,42,-38
334954,68,40,-36
334956,66,30,-32
334958,66,44,-28
334960,66,42,-24
334962,64,44,-30
334964,68,40,-20
334966,66,48,-22
334968,64,44,-22
334970,66,30,-32
334972,66,52,-20
334974,64,50,-28
334976,68,50,-32
334978,72,46,-22
334980,64,46,-24
334982,62,44,-22
334984,64,48,-20
334986,64,54,-20
334988,62,50,-16
334990,66,48,-22
334992,64,38,-18
334994,56,42,-34
334996,52,30,-12
334998,54,40,-8
335000,58,44,-22
335002,76,36,-18
335004,146,-18,-42
335006,138,-36,-4
335008,148,-46,14
335010,136,-50,16
335012,68,-22,68
335014,36,24,32
335016,12,56,4
335018,0,82,-24
335020,-14,94,-34
335022,-24,90,-18
335024,-20,100,-16
335026,-8,92,-30
335028,0,96,-32
335030,28,78,-20
335032,24,72,-10
335034,30,58,-18
335036,32,62,-6
335038,48,44,0
335040,48,40,0
335042,56,22,0
335044,56,24,-10
335046,58,14,6
335048,58,10,0
335050,58,16,16
335052,50,18,-4
335054,52,22,0
335056,44,20,-10
335058,30,30,2
335060,40,22,0
335062,32,34,-6
335064,46,30,4
335066,40,44,-4
335068,34,38,-8
335070,30,30,-30
335072,46,22,-28
335074,34,28,-16
335076,26,22,-18
335078,28,24,-26
335080,24,32,-24
335082,18,34,-44
335084,24,34,-36
335086,14,34,-30
335088,0,30,-18
335090,0,30,-18
335092,0,30,-14
335094,4,30,-18
335096,8,38,-28
335098,0,16,-24
335100,10,46,-16
335102,6,52,-18
335104,18,54,-34
335106,34,54,-30
335108,22,54,-38
335110,22,60,-32
335112,14,64,-36
335114,40,62,-18
335116,36,60,-40
335118,44,74,-30
335120,30,66,-26
335122,40,72,-36
335124,36,78,-34
335126,44,70,-28
335128,32,82,-26
335130,26,82,-36
335132,54,84,-34
335134,32,82,-38
335136,30,88,-50
335138,20,90,-38
335140,26,96,-48
335142,26,94,-46
335144,32,94,-42
335146,30,88,-50
335148,22,88,-60
335150,38,88,-58
335152,32,78,-56
335154,32,80,-40
335156,30,84,-48
335158,28,82,-56
490165674,5,26,76
335161,0,94,-84
335163,10,78,-72
335165,16,94,-64
335167,6,88,-58
335169,0,88,-64
335171,8,80,-68
335173,14,70,-72
335175,8,62,-82
335177,-4,82,-64
335179,-4,62,-70
335181,0,54,-86
335183,-16,46,-88
335185,-8,60,-86
335187,-28,54,-98
335189,-34,60,-118
335191,-28,40,-118
335193,-46,80,-104
335195,-48,32,-94
335197,-60,50,-110
335199,-80,88,-110
335201,-34,108,-142
335203,-50,104,-128
335205,-40,96,-126
335207,-54,122,-110
493376938,5,-64,114
335210,-70,140,-106
335212,-50,138,-128
335214,-52,160,-138
335216,-12,148,-128
335218,0,156,-144
335220,-10,174,-164
335222,-26,168,-164
335224,12,176,-168
335226,14,188,-192
335228,28,184,-200
335230,26,180,-194
335232,30,192,-194
335234,38,204,-218
335236,58,194,-238
335238,84,190,-224
335240,70,174,-264
335242,86,196,-266
335244,94,208,-250
335246,124,206,-254
335248,150,208,-250
335250,150,222,-264
335252,158,220,-256
335254,186,224,-284
335256,196,230,-294
335258,206,220,-290
335260,196,232,-280
335262,234,228,-302
335264,246,248,-320
335266,242,246,-320
335268,254,248,-314
335270,250,256,-314
335272,234,268,-320
335274,248,264,-322
335276,254,258,-350
335278,224,274,-392
335280,232,278,-390
335282,226,288,-414
335284,236,278,-384
335286,230,272,-394
335288,164,220,-512
335290,148,368,-512
335292,322,470,-512
335294,511,511,-512
335296,511,511,-512
335298,511,511,-512
335300,511,511,-512
335302,511,511,-512
335304,511,511,-512
335306,146,511,-512
335308,-498,470,-512
335310,-512,260,-186
335312,-512,-18,511
335314,-512,52,511
335316,-512,44,511
335318,-512,120,511
335320,-366,162,511
335322,44,208,370
335324,462,194,-74
335326,511,192,-512
335328,511,134,-512
335330,511,140,-512
335332,511,112,-512
335334,450,16,-512
335336,310,24,-512
335338,6,-112,-484
335340,138,12,-372
335342,130,-114,-242
335344,168,-82,-200
335346,228,-42,-240
335348,256,-64,-256
335350,272,-42,-342
335352,278,-70,-348
335354,314,-62,-320
335356,236,-110,-320
335358,314,-38,-352
335360,370,-70,-354
335362,274,-96,-222
335364,184,-90,-208
335366,162,-94,-214
335368,186,-64,-310
335370,182,78,-314
335372,176,102,-316
335374,122,122,-312
335376,84,156,-358
335378,70,178,-384
335380,26,192,-424
335382,32,214,-320
335384,48,184,-272
335386,60,198,-382
335388,122,124,-202
335390,134,104,-190
335392,118,54,-130
335394,94,-20,-138
335396,138,18,-200
335398,156,0,-144
335400,170,18,-136
335402,162,42,-172
335404,112,92,-218
335406,88,124,-228
335408,66,146,-226
335410,48,172,-232
335412,16,218,-240
335414,6,238,-246
335416,-8,220,-216
335418,-10,220,-232
335420,4,226,-248
335422,6,224,-256
335424,16,222,-242
335426,18,220,-224
335428,24,210,-228
335430,32,206,-226
335432,34,210,-216
335434,32,194,-200
335436,24,184,-198
335438,32,174,-176
335440,38,184,-178
335442,34,178,-182
335444,40,182,-182
335446,40,182,-170
335448,36,186,-192
335450,36,190,-180
335452,32,190,-166
335454,24,188,-152
335456,20,192,-164
335458,24,186,-162
335460,32,184,-172
335462,50,178,-184
335464,52,170,-192
335466,52,174,-196
335468,60,182,-192
335470,48,178,-190
335472,50,170,-190
335474,34,164,-166
335476,32,158,-152
335478,52,136,-124
335480,54,130,-122
335482,72,124,-128
335484,68,120,-142
335486,78,114,-148
335488,82,110,-164
335490,92,106,-156
335492,98,100,-160
335494,102,108,-164
335496,92,108,-168
335498,98,110,-170
335500,92,110,-176
335502,94,118,-192
335504,88,118,-190
335506,86,120,-192
335508,92,128,-190
335510,88,130,-184
335512,86,130,-192
335514,84,134,-194
335516,76,132,-192
335518,64,122,-192
335520,80,126,-200
335522,80,134,-192
335524,82,126,-190
335526,84,118,-200
335528,88,118,-192
335530,88,122,-200
335532,92,120,-194
335534,96,118,-204
335536,94,120,-196
335538,90,120,-204
335540,90,116,-192
335542,88,112,-194
335544,80,112,-192
335546,78,122,-202
335548,88,130,-192
335550,96,114,-198
335552,98,124,-210
335554,90,118,-200
335556,88,126,-192
335558,80,126,-192
335560,74,124,-200
335562,70,124,-200
335564,86,124,-194
335566,82,120,-198
335568,78,126,-192
335570,88,128,-202
335572,86,128,-200
335574,78,120,-188
335576,76,114,-198
335578,68,118,-202
335580,64,122,-190
335582,78,124,-194
335584,76,126,-188
335586,84,128,-194
335588,80,120,-196
335590,82,128,-192
335592,78,128,-192
335594,70,126,-186
335596,70,128,-188
335598,78,124,-194
335600,68,124,-192
335602,80,126,-184
335604,70,128,-192
335606,86,128,-184
335608,86,126,-192
335610,82,134,-192
335612,92,128,-194
335614,88,128,-186
335616,82,126,-190
335618,70,128,-190
335620,70,116,-200
335622,70,126,-200
335624,72,116,-192
335626,68,118,-208
335628,72,118,-206
335630,64,132,-200
335632,84,128,-192
335634,88,126,-204
335636,90,126,-212
335638,88,126,-212
335640,96,128,-206
335642,106,128,-212
335644,120,138,-208
335646,152,150,-208
335648,154,152,-214
335650,148,158,-212
335652,152,160,-216
335654,146,164,-210
335656,152,160,-210
335658,166,166,-212
335660,176,180,-212
335662,198,192,-200
335664,170,180,-202
335666,190,192,-200
335668,176,198,-200
335670,144,190,-208
335672,150,194,-210
335674,152,200,-208
335676,152,202,-206
335678,128,192,-204
335680,110,194,-208
335682,112,198,-204
335684,104,192,-212
335686,86,180,-220
335688,72,176,-224
335690,66,170,-218
335692,60,162,-216
335694,56,162,-232
335696,36,156,-224
335698,38,142,-230
525555114,5,24,138
335701,28,134,-220
335703,26,134,-216
335705,18,126,-224
335707,20,118,-218
335709,26,120,-212
335711,26,108,-222
335713,22,100,-226
335715,24,104,-218
335717,18,96,-222
335719,24,98,-224
335721,16,92,-212
335723,24,94,-218
335725,24,96,-218
335727,20,92,-212
335729,22,90,-206
335731,34,84,-200
335733,30,94,-200
335735,38,88,-204
335737,36,94,-206
335739,36,96,-208
335741,32,102,-208
335743,40,102,-212
335745,40,100,-206
335747,30,112,-210
335749,38,116,-218
335751,46,110,-210
335753,42,110,-208
335755,38,116,-214
335757,50,112,-210
335759,48,120,-216
335761,56,118,-218
335763,54,124,-216
335765,56,120,-206
335767,48,128,-202
335769,66,130,-208
335771,64,128,-210
335773,64,128,-206
335775,62,130,-212
335777,64,134,-198
335779,64,128,-204
335781,52,128,-202
335783,70,122,-198
335785,76,128,-204
335787,68,128,-196
335789,62,128,-220
335791,72,104,-192
335793,68,108,-186
335795,78,106,-176
335797,76,106,-202
335799,76,114,-200
335801,70,108,-204
335803,68,108,-196
335805,64,88,-192
335807,50,106,-188
335809,48,114,-194
335811,60,126,-202
335813,66,116,-210
335815,56,110,-224
335817,76,94,-200
335819,84,84,-202
335821,76,82,-198
335823,92,66,-192
335825,94,78,-192
335827,90,66,-192
335829,96,70,-180
335831,100,68,-174
335833,84,74,-180
335835,94,74,-150
335837,98,74,-182
335839,116,80,-198
335841,120,62,-184
335843,126,60,-180
335845,116,60,-192
335847,98,72,-170
335849,108,70,-170
335851,98,80,-184
335853,98,78,-168
335855,88,78,-156
335857,90,80,-138
335859,70,70,-128
335861,56,94,-128
335863,54,96,-136
335865,30,124,-146
335867,34,124,-162
335869,18,130,-170
335871,0,126,-154
335873,-12,126,-170
335875,8,112,-160
335877,0,122,-152
335879,-16,112,-124
335881,0,104,-142
335883,0,108,-136
335885,6,84,-128
335887,8,92,-144
335889,10,82,-128
335891,0,84,-130
335893,20,76,-140
335895,16,92,-146
335897,18,86,-146
335899,14,70,-124
335901,26,58,-118
335903,26,62,-126
335905,30,64,-136
335907,46,46,-148
335909,56,40,-144
335911,52,40,-142
335913,48,24,-132
335915,72,12,-142
335917,40,28,-146
335919,46,20,-142
335921,58,12,-162
335923,38,18,-144
335925,28,26,-142
335927,28,38,-168
335929,20,36,-168
335931,20,42,-186
335933,24,40,-160
335935,0,46,-178
335937,4,58,-182
335939,8,52,-180
335941,12,64,-176
335943,0,76,-176
335945,-4,98,-210
335947,6,120,-214
335949,34,184,-294
335951,42,200,-348
335953,90,232,-382
335955,126,266,-414
335957,248,316,-488
335959,290,340,-512
335961,332,356,-512
335963,358,352,-512
335965,384,338,-512
335967,404,330,-512
335969,388,320,-512
335971,370,304,-500
335973,258,302,-446
335975,204,272,-422
335977,150,230,-368
335979,92,210,-338
335981,56,184,-298
335983,6,146,-238
335985,-4,138,-200
335987,-24,124,-186
335989,-32,110,-168
335991,-46,100,-112
335993,-56,96,-82
335995,-56,108,-78
335997,-64,110,-56
335999,-84,108,-64
336001,-96,114,-74
336003,-98,110,-82
336005,-106,104,-74
336007,-96,124,-82
336009,-92,128,-104
336011,-92,126,-96
336013,-78,124,-128
336015,-68,120,-154
336017,-54,98,-180
336019,-28,114,-174
336021,-4,110,-212
336023,20,110,-236
336025,56,100,-232
336027,66,104,-256
336029,128,102,-272
336031,162,96,-284
336033,230,140,-282
336035,266,148,-302
336037,288,150,-296
